texto,categoria,urgencia
"Mediante el presente escrito elevo reclamo por el sistema de pagos, solicitando solución inmediata so pena de acudir a los organismos de control.",Reclamo,Media
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con la carnetización, requerida con carácter urgente.",Petición,Media
"Llevo meses esperando respueta y nadie me contacta, esto es injusto.",Reclamo,Media
Recomiendo revisar los tiempos en facturación.,Sugerencia,Baja
"Reclamo formalmente la prestación adecuada de atención al cliente según el contrato suscrito, el cual no ha sido cumplido en sus términos.",Reclamo,Alta
"Me parece que el personal necesita más capacitación, no es la primera vez que me dan información incorrecta.",Queja,Media
Llevo 4 semanas intentando entender el procedimiento para los turnos de atención. He revisado la página pero la información está desactualizada.,Petición,Media
"Deberían mejorar la comunicación sobre el sistema de citas, nadie sabe bien cómo funciona.",Sugerencia,Baja
Llevo 7 semanas intentando entender el procedimiento para la plataforma web. He revisado la página pero la información está desactualizada.,Petición,Baja
Me citaron a las 8am para el sistema de citas y no me atendieron hasta las 12:30pm sin ninguna explicación sobre la demora. Perdí medio día de trabajo.,Queja,Alta
No funciona nada aquí.,Queja,Media
"La atención fue muy lenta y el sistema estaba caído, pero al final el funcionario fue amable. Creo que deberían mejorar los tiempos de respuesta.",Sugerencia,Baja
Me citaron a las 8am para la renovación de documentos y no me atendieron hasta las 12:30pm sin ninguna explicación sobre la demora. Perdí medio día de trabajo.,Queja,Media
¿Cómo accedo a la app móvil?,Petición,Media
"Elevo propuesta de mejora para la plataforma web, considerando que su optimización beneficiaría a un gran número de usuarios.",Sugerencia,Baja
"Exijo el cumplimiento de lo acordado en la app móvil. Han transcurrido 1 meses sin respuesta, lo cual constituye un incumplimiento contractual.",Reclamo,Alta
"Por medio de la presente manifiesto mi inconformidad con el deficiente servicio prestado en la plataforma web, situación que ha generado perjuicios a mi proceso.",Queja,Baja
El mes pasado me hicieron un cobro que no corresponde. Quisiera que lo revisaran y si es un error lo corrijan.,Reclamo,Alta
Llevo esperando semanas por el portal estudiantil.,Queja,Media
No han cumplido con la carnetización en el plazo acordado.,Reclamo,Alta
Esto está muy mal organizado.,Queja,Baja
Hace 1 meses tuve un problema con facturación que causó un perjuicio económico directo. He seguido el conducto regular y no he obtenido ninguna respuesta formal.,Reclamo,Alta
Sugiero que mejoren la pagina web porque es muy dificil de usar.,Sugerencia,Media
Nadie responde en el sistema de pagos.,Queja,Alta
Esto está muy mal organizado.,Queja,Media
Nadie responde en la carnetización.,Queja,Baja
Exijo mi dinero de vuelta.,Reclamo,Alta
"Exijo que me devuelvan mi plata por el proceso de inscripción, ya pagué y no recibí nada de lo prometido.",Reclamo,Alta
Nunca había tenido que hacer certificados y no sé por dónde empezar. ¿Hay alguien que me pueda guiar paso a paso?,Petición,Baja
"Deberían mejorar la comunicación sobre atención al cliente, nadie sabe bien cómo funciona.",Sugerencia,Baja
"Interpongo reclamo formal por incumplimiento en tiempos de entrega, del cual adjunto pruebas documentales, y exijo respuesta en los términos legales.",Reclamo,Media
"El personal de atención al cliente me dio información incorrecta que me hizo perder tiempo y dinero. Cuando volví a reclamar, la asesora fue muy grosero.",Queja,Media
"Reclamo formalmente la prestación adecuada de certificados según el contrato suscrito, el cual no ha sido cumplido en sus términos.",Reclamo,Alta
Me prometieron que el sistema de citas estaría resuelto en 1 días hábiles. Ya van 1 meses y el problema persiste. Voy a escalar a los organismos de control si no hay respuesta esta semana.,Reclamo,Alta
Ya se pasó el plazo que me dieron para resolver el proceso de inscripción y siguen sin cumplir.,Reclamo,Alta
¿Alguien me puede decir por qué mi solicitud lleva tanto tiempo sin respuesta? Solo quiero saber el estado.,Petición,Baja
Soy estudiante de último semestre y necesito tramitar trámites académicos antes del 1 de diciembre para poder graduarme. ¿Cuál es el proceso?,Petición,Baja
"Exijo que me devuelvan mi plata por la línea de atención telefónica, ya pagué y no recibí nada de lo prometido.",Reclamo,Alta
"El personal de trámites académicos me dio información incorrecta que me hizo perder tiempo y dinero. Cuando volví a reclamar, el agente fue muy grosero.",Queja,Alta
Requiero certificado de la carnetización.,Petición,Baja
He observado que los trámites de matrícula tiene cuellos de botella en horas pico. Una solución sería habilitar citas virtuales para descongestionar la atención presencial.,Sugerencia,Media
¿Alguien me puede decir por qué mi solicitud lleva tanto tiempo sin respuesta? Solo quiero saber el estado.,Petición,Media
La aplicación de la línea de atención telefónica lleva 4 días sin funcionar. He intentado contactar soporte 4 veces y nadie responde ni por correo ni por teléfono.,Queja,Baja
Pagué por un servicio que no recibí correctamente. No quiero causar problemas pero sí necesito una solución.,Reclamo,Alta
Creo que hubo un error en mi facturación. ¿Podrían verificar y ajustar si es el caso?,Reclamo,Media
Requiero certificado de la plataforma web.,Petición,Media
Ya se pasó el plazo que me dieron para resolver el servicio técnico y siguen sin cumplir.,Reclamo,Alta
"Interpongo reclamo formal por incumplimiento en los turnos de atención, del cual adjunto pruebas documentales, y exijo respuesta en los términos legales.",Reclamo,Alta
"El personal de la carnetización me dio información incorrecta que me hizo perder tiempo y dinero. Cuando volví a reclamar, la funcionaria fue muy grosero.",Queja,Media
Me citaron a las 8am para el área de nómina y no me atendieron hasta las 12:30pm sin ninguna explicación sobre la demora. Perdí medio día de trabajo.,Queja,Baja
Llevo 7 meses esperando solución a pagos en línea.,Reclamo,Alta
La aplicación de atención al cliente lleva 7 días sin funcionar. He intentado contactar soporte 7 veces y nadie responde ni por correo ni por teléfono.,Queja,Media
"Deberían mejorar la comunicación sobre los turnos de atención, nadie sabe bien cómo funciona.",Sugerencia,Media
Llevo 6 semanas intentando entender el procedimiento para el sistema de pagos. He revisado la página pero la información está desactualizada.,Petición,Baja
"Hola, ¿me pueden ayudar con información sobre el portal estudiantil? No sé muy bien a quién dirigirme.",Petición,Baja
"Me permito sugerir respetuosamente la implementación de mejoras en certificados, con el fin de optimizar la experiencia del usuario y reducir los tiempos de atención.",Sugerencia,Baja
Nunca había tenido que hacer el portal estudiantil y no sé por dónde empezar. ¿Hay alguien que me pueda guiar paso a paso?,Petición,Baja
"Me dirijo respetuosamente a su despacho con el fin de solicitar el portal estudiantil, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Baja
Realicé el pago en línea pero el sistema no me generó el recibo. Necesito ese comprobante para continuar con mi trámite.,Petición,Media
Propongo digitalizar certificados.,Sugerencia,Baja
Pido información actualizada sobre certificados.,Petición,Media
Firmé un contrato que garantizaba ciertos estándares en los trámites de matrícula. Desde el primer día el servicio ha sido deficiente y nadie asume responsabilidad.,Reclamo,Alta
"Sería buenísimo que mejoraran los trámites de matrícula, todos los usuarios se quejan de lo mismo.",Sugerencia,Media
Me prometieron llamarme cuando estuviera listo mi documento. Nunca me llamaron y cuando fui ya había vencido el plazo.,Reclamo,Alta
"Buenas, quisiera saber si es posible conseguir un certificado de la plataforma web esta semana.",Petición,Baja
"Elevo propuesta de mejora para los trámites de matrícula, considerando que su optimización beneficiaría a un gran número de usuarios.",Sugerencia,Baja
Los adultos mayores tienen muchas dificultades con la carnetización. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Baja
Realicé el pago en línea pero el sistema no me generó el recibo. Necesito ese comprobante para continuar con mi trámite.,Petición,Baja
"Deberían mejorar la comunicación sobre tiempos de entrega, nadie sabe bien cómo funciona.",Sugerencia,Media
No entiendo por qué me cobraron un valor diferente al de la factura anterior. Necesito que alguien me explique ese incremento.,Queja,Media
"Por medio de la presente manifiesto mi inconformidad con el deficiente servicio prestado en facturación, situación que ha generado perjuicios a mi proceso.",Queja,Media
El servicio ha sido muy malo estos últimos meses y además me están cobrando de más. Esto no es lo que contraté.,Reclamo,Alta
No entiendo por qué me cobraron un valor diferente al de la factura anterior. Necesito que alguien me explique ese incremento.,Queja,Media
Nadie contesta el teléfono.,Queja,Media
Sugiero que mejoren la pagina web porque es muy dificil de usar.,Sugerencia,Baja
El proceso es demasiado complicado y genera mucha confusión. Sería mejor simplificarlo para los usuarios.,Sugerencia,Baja
Soy estudiante de último semestre y necesito tramitar los trámites de matrícula antes del 4 de diciembre para poder graduarme. ¿Cuál es el proceso?,Petición,Baja
No entiendo por qué me cobraron un valor diferente al de la factura anterior. Necesito que alguien me explique ese incremento.,Queja,Baja
Exijo reembolso por la plataforma web.,Reclamo,Alta
"Buenas, quisiera saber si es posible conseguir un certificado de los trámites de matrícula esta semana.",Petición,Baja
"Estoy muy molesto con el sistema de citas, es la tercera vez que vengo y nadie me soluciona nada.",Queja,Alta
"Fui a realizar atención al cliente y el agente me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Media
¿Por qué no implementan una opción en línea para facturación? Ahorraría mucho tiempo a todos.,Sugerencia,Media
Trabajo en el sector y puedo decir que otras entidades han mejorado pagos en línea implementando notificaciones automáticas. Sería fácil de adoptar aquí.,Sugerencia,Media
No funciona nada aquí.,Queja,Baja
Necesito con urgencia el certificado de pagos del último año. Ya lo pedí hace dos semanas y no ha llegado.,Petición,Media
Muy mala atención en el proceso de inscripción.,Queja,Baja
"Mediante el presente escrito elevo reclamo por el portal estudiantil, solicitando solución inmediata so pena de acudir a los organismos de control.",Reclamo,Alta
Hace 4 meses tuve un problema con los trámites de matrícula que causó un perjuicio económico directo. He seguido el conducto regular y no he obtenido ninguna respuesta formal.,Reclamo,Alta
Sería útil simplificar el servicio técnico.,Sugerencia,Baja
Trabajo en el sector y puedo decir que otras entidades han mejorado la app móvil implementando notificaciones automáticas. Sería fácil de adoptar aquí.,Sugerencia,Baja
